AGS,AGS_STATE,AGS_8,Name,total,Protestant Count,Catholic Count,Other Count
010575727048,01,01057048,"Lütjenburg, Stadt",5259,2811,245,2205
010575727055,01,01057055,Panker,1453,787,65,599
010575727076,01,01057076,Schwartbuck,784,429,21,330
010575727082,01,01057082,Tröndel,363,207,7,145
010575739015,01,01057015,Dersau,956,447,39,469
010575739017,01,01057017,Dörnick,255,145,5,109
010575739022,01,01057022,Grebin,1004,457,43,505
010575739032,01,01057032,Kalübbe,574,325,28,220
010575739045,01,01057045,Lebrade,588,358,24,204
010575739053,01,01057053,Nehmten,293,115,34,147
010575739065,01,01057065,Rantzau,347,179,21,148
010575739067,01,01057067,Rathjensdorf,478,262,11,207
010575739089,01,01057089,Wittmoldt,164,84,11,67
010575747002,01,01057002,Barmissen,168,93,6,68
010575747010,01,01057010,Boksee,481,204,20,258
010575747011,01,01057011,Bothkamp,255,134,7,112
010575747023,01,01057023,Großbarkau,254,110,3,142
010575747031,01,01057031,Honigsee,457,194,11,252
010575747033,01,01057033,Kirchbarkau,813,399,15,395
010575747037,01,01057037,Klein Barkau,255,115,8,129
010575747042,01,01057042,Kühren,583,250,25,310
010575747046,01,01057046,Lehmkuhlen,1247,617,49,581
010575747047,01,01057047,Löptin,280,130,18,131
010575747054,01,01057054,Nettelsee,427,205,19,204
010575747058,01,01057058,Pohnsdorf,371,177,10,182
010575747059,01,01057059,Postfeld,423,180,14,224
010575747066,01,01057066,Rastorf,797,342,28,428
010575747070,01,01057070,Schellhorn,1521,718,49,753
010575747084,01,01057084,Wahlstorf (Kreis Plön),439,220,10,205
010575747086,01,01057086,Warnau,392,137,13,235
010575755003,01,01057003,Barsbek,565,282,14,269
010575755006,01,01057006,Bendfeld,201,99,7,93
010575755012,01,01057012,Brodersdorf,406,158,17,228
010575755018,01,01057018,Fahren,128,46,3,76
010575755020,01,01057020,Fiefbergen,530,224,21,283
010575755028,01,01057028,Höhndorf,462,204,14,243
010575755039,01,01057039,Köhn,757,368,12,379
010575755040,01,01057040,Krokau,414,190,20,208
010575755041,01,01057041,Krummbek,406,214,18,173
010575755043,01,01057043,Laboe,5412,1993,291,3125
010575755049,01,01057049,Lutterbek,330,133,16,178
010575755056,01,01057056,Passade,386,170,14,200
010575755060,01,01057060,Prasdorf,466,196,19,253
010575755063,01,01057063,Probsteierhagen,2319,980,78,1262
010575755073,01,01057073,Schönberg (Holstein),6231,2722,350,3155
010575755078,01,01057078,Stakendorf,473,249,12,212
010575755079,01,01057079,Stein,812,293,55,461
010575755081,01,01057081,Stoltenberg,323,133,26,166
010575755087,01,01057087,Wendtorf,937,347,43,548
010575755088,01,01057088,Wisch (Kreis Plön),666,286,32,352
010575775016,01,01057016,Dobersdorf,1128,504,40,581
010575775044,01,01057044,Lammershagen,254,116,10,125
010575775050,01,01057050,Martensrade,934,484,30,422
010575775052,01,01057052,Mucheln,579,330,17,231
010575775072,01,01057072,Schlesen,574,257,24,296
010575775077,01,01057077,Selent,1708,696,86,929
010575775090,01,01057090,FargauPratjau,744,359,20,365
010575782025,01,01057025,Heikendorf,8344,3246,439,4659
010575782051,01,01057051,Mönkeberg,4077,1610,202,2263
010575782074,01,01057074,Schönkirchen,6697,2591,287,3815
010575785005,01,01057005,Belau,385,184,8,194
010575785024,01,01057024,Großharrie,487,265,10,212
010575785068,01,01057068,Rendswühren,743,440,22,280
010575785069,01,01057069,Ruhwinkel,967,538,18,408
010575785071,01,01057071,Schillsdorf,850,521,12,318
010575785080,01,01057080,Stolpe (Kreis Plön),1270,589,46,634
010575785083,01,01057083,Tasdorf,336,122,16,194
010575785085,01,01057085,Wankendorf,2893,1438,146,1312
010580005005,01,01058005,Altenholz,9895,3720,506,5668
010580034034,01,01058034,"Büdelsdorf, Stadt",10452,4760,560,5135
010580043043,01,01058043,"Eckernförde, Stadt",21410,9123,1119,11168
010580092092,01,01058092,Kronshagen,12212,4562,691,6956
010580135135,01,01058135,"Rendsburg, Stadt",29462,11305,1666,16491
010580169169,01,01058169,Wasbek,2464,1144,144,1180
010585803001,01,01058001,Achterwehr,1071,446,61,561
010585803028,01,01058028,Bredenbek,1547,656,62,825
010585803050,01,01058050,Felde,2078,880,92,1110
010585803093,01,01058093,Krummwisch,700,279,36,387
010585803104,01,01058104,Melsdorf,2077,745,108,1224
010585803126,01,01058126,Ottendorf (Kreis RendsburgEckernförde),999,418,49,528
010585803130,01,01058130,Quarnbek,1754,769,61,928
010585803171,01,01058171,Westensee,1558,646,79,835
010585822037,01,01058037,Dänischenhagen,3717,1577,196,1941
010585822116,01,01058116,Noer,877,386,53,436
010585822150,01,01058150,Schwedeneck,2843,1149,121,1571
010585822157,01,01058157,Strande,1448,557,77,816
010585824051,01,01058051,Felm,1224,492,65,666
010585824058,01,01058058,Gettorf,7565,3414,329,3828
010585824096,01,01058096,Lindau,1391,729,42,621
010585824110,01,01058110,NeudorfBornstein,1125,490,39,594
010585824112,01,01058112,Neuwittenbek,1164,467,57,645
010585824121,01,01058121,Osdorf,2616,1224,113,1282
010585824142,01,01058142,Schinkel,1030,463,32,533
010585824165,01,01058165,Tüttendorf,1311,541,58,711
010585830019,01,01058019,Böhnhusen,292,129,6,154
010585830053,01,01058053,Flintbek,7432,3148,356,3927
010585830145,01,01058145,Schönhorst,329,136,17,177
010585830160,01,01058160,Techelsdorf,142,53,15,71
010585833003,01,01058003,Alt Duvenstedt,1905,960,48,895
010585833054,01,01058054,Fockbek,6583,3133,259,3188
010585833118,01,01058118,Nübbel,1542,761,60,722
010585833136,01,01058136,Rickert,1050,486,61,503
010585847010,01,01058010,Bargstall,153,89,5,60
010585847029,01,01058029,Breiholz,1327,773,31,527
010585847036,01,01058036,Christiansholm,230,151,7,71
010585847047,01,01058047,ElsdorfWestermühlen,1609,842,61,705
010585847055,01,01058055,Friedrichsgraben,50,30,0,19
010585847056,01,01058056,Friedrichsholm,391,252,20,117
010585847070,01,01058070,Hamdorf,1355,780,35,540
010585847078,01,01058078,Hohn,2471,1317,105,1046
010585847089,01,01058089,Königshügel,168,97,9,64
010585847097,01,01058097,LoheFöhrden,442,219,9,215
010585847129,01,01058129,Prinzenmoor,156,85,3,71
010585847154,01,01058154,Sophienhamm,312,164,3,147
010585853031,01,01058031,Brinjahe,101,58,7,42
010585853048,01,01058048,Embühren,203,112,4,87
010585853068,01,01058068,Haale,501,289,21,190
010585853071,01,01058071,Hamweddel,450,272,16,159
010585853075,01,01058075,Hörsten,55,34,0,18
010585853086,01,01058086,Jevenstedt,3350,1880,97,1376
010585853101,01,01058101,Luhnstedt,380,186,6,187
010585853148,01,01058148,Schülp b. Rendsburg,1020,446,32,543
010585853155,01,01058155,Stafstedt,355,209,8,140
010585853172,01,01058172,Westerrönfeld,4953,2318,235,2396
010585859018,01,01058018,Blumenthal,617,249,32,328
010585859105,01,01058105,Mielkendorf,1392,518,66,809
010585859107,01,01058107,Molfsee,5046,1972,253,2824
010585859138,01,01058138,Rodenbek,457,200,18,242
010585859139,01,01058139,Rumohr,818,344,33,438
010585859141,01,01058141,Schierensee,347,152,10,185
010585864011,01,01058011,Bargstedt (Kreis RendsburgEckernförde),744,441,10,289
010585864021,01,01058021,Bokel (Kreis RendsburgEckernförde),582,274,18,292
010585864023,01,01058023,BorgdorfSeedorf,454,199,17,239
010585864027,01,01058027,Brammer,359,167,14,177
010585864038,01,01058038,Dätgen,596,242,36,319
010585864045,01,01058045,Eisendorf,299,112,3,185
010585864046,01,01058046,Ellerdorf,482,250,7,227
010585864049,01,01058049,Emkendorf,1311,632,18,660
010585864059,01,01058059,Gnutz,1162,632,33,498
010585864065,01,01058065,Groß Vollstedt,969,442,34,497
010585864091,01,01058091,Krogaspe,432,190,12,229
010585864094,01,01058094,Langwedel,1587,581,52,951
010585864117,01,01058117,"Nortorf, Stadt",6958,3290,231,3440
010585864120,01,01058120,Oldenhütten,151,80,3,67
010585864147,01,01058147,Schülp b. Nortorf,779,353,40,383
010585864163,01,01058163,Timmaspe,1097,579,49,468
010585864168,01,01058168,Warder,691,264,27,400
010585888026,01,01058026,Bovenau,1085,503,48,535
010585888073,01,01058073,Haßmoor,274,128,8,140
010585888122,01,01058122,Ostenfeld (Rendsburg),597,298,21,278
010585888124,01,01058124,Osterrönfeld,4977,2245,254,2477
010585888132,01,01058132,Rade b. Rendsburg,217,104,6,107
010585888140,01,01058140,SchachtAudorf,4813,2136,280,2400
010585888146,01,01058146,Schülldorf,753,335,31,388
010585889016,01,01058016,Bissee,166,79,5,84
010585889022,01,01058022,Bordesholm,7789,3415,365,4012
010585889033,01,01058033,Brügge,1133,523,62,549
010585889063,01,01058063,Grevenkrug,219,97,13,108
010585889064,01,01058064,Groß Buchwald,374,169,7,198
010585889076,01,01058076,Hoffeld (Kreis RendsburgEckernförde),171,98,6,69
010585889098,01,01058098,Loop,189,122,7,59
010585889108,01,01058108,Mühbrook,536,252,19,266
010585889109,01,01058109,Negenharrie,376,192,11,175
010585889133,01,01058133,Reesdorf,157,77,3,79
010585889143,01,01058143,Schmalstede,296,140,6,155
010585889144,01,01058144,Schönbek,215,116,7,90
010585889153,01,01058153,Sören,190,91,8,91
010585889170,01,01058170,Wattenbek,2869,1344,111,1418
010585890008,01,01058008,Ascheffel,984,519,54,413
010585890024,01,01058024,Borgstedt,1742,791,73,876
010585890030,01,01058030,Brekendorf,963,527,22,417
010585890035,01,01058035,Bünsdorf,531,262,24,247
010585890039,01,01058039,Damendorf,416,225,13,177
010585890066,01,01058066,Groß Wittensee,1308,640,55,612
010585890069,01,01058069,Haby,549,227,15,310
010585890080,01,01058080,Holtsee,1244,611,28,606
010585890081,01,01058081,Holzbunge,336,149,6,181
010585890083,01,01058083,Hütten (Kreis RendsburgEckernförde),215,104,4,109
010585890088,01,01058088,Klein Wittensee,226,100,10,122
010585890111,01,01058111,Neu Duvenstedt,129,65,0,63
010585890123,01,01058123,Osterby (Kreis RendsburgEckernförde),987,484,26,477
010585890127,01,01058127,Owschlag,3688,1969,113,1603
010585890152,01,01058152,Sehestedt,782,420,30,331
010585890175,01,01058175,AhlefeldBistensee,485,222,11,253
010585893004,01,01058004,Altenhof (Kreis RendsburgEckernförde),337,149,14,174
010585893012,01,01058012,Barkelsby,1581,789,51,739
010585893032,01,01058032,Brodersby (Kreis RendsburgEckernförde),709,332,47,328
010585893040,01,01058040,Damp,1510,604,121,786
010585893042,01,01058042,Dörphof,737,398,30,309
010585893052,01,01058052,Fleckeby,2076,1029,88,960
010585893057,01,01058057,Gammelby,519,293,18,204
010585893067,01,01058067,Güby,673,305,45,324
010585893082,01,01058082,Holzdorf,868,469,26,372
010585893084,01,01058084,Hummelfeld,279,131,14,134
010585893087,01,01058087,Karby,558,299,25,236
010585893090,01,01058090,Kosel,1398,692,58,648
010585893099,01,01058099,Loose,853,453,28,372
010585893102,01,01058102,Goosefeld,724,315,43,363
010585893137,01,01058137,Rieseby,2829,1485,102,1242
010585893162,01,01058162,Thumby,357,209,25,120
010585893166,01,01058166,Waabs,1474,676,86,715
010585893173,01,01058173,Windeby,990,466,51,473
010585893174,01,01058174,Winnemark,571,271,40,257
010585895007,01,01058007,Arpsdorf,298,145,11,142
010585895009,01,01058009,Aukrug,3721,1865,154,1705
010585895013,01,01058013,Beldorf,284,157,9,117
010585895014,01,01058014,Bendorf,440,273,14,152
010585895015,01,01058015,Beringstedt,730,410,24,297
010585895025,01,01058025,Bornholt,181,109,6,65
010585895044,01,01058044,Ehndorf,599,296,25,278
010585895061,01,01058061,Gokels,596,319,20,258
010585895062,01,01058062,Grauel,280,130,13,140
010585895072,01,01058072,HanerauHademarschen,2902,1663,106,1131
010585895074,01,01058074,Heinkenborstel,139,77,8,53
010585895077,01,01058077,Hohenwestedt,5368,2652,231,2485
010585895085,01,01058085,Jahrsdorf,227,125,19,84
010585895100,01,01058100,Lütjenwestedt,550,329,15,206
010585895103,01,01058103,Meezen,367,159,17,191
010585895106,01,01058106,Mörel,257,130,8,120
010585895113,01,01058113,Nienborstel,591,359,14,217
010585895115,01,01058115,Nindorf,645,360,13,273
010585895119,01,01058119,Oldenbüttel,269,171,0,98
010585895125,01,01058125,Osterstedt,660,351,30,276
010585895128,01,01058128,Padenstedt,1770,802,93,872
010585895131,01,01058131,Rade b. Hohenwestedt,98,42,4,54
010585895134,01,01058134,Remmels,441,234,13,196
010585895151,01,01058151,Seefeld,329,192,10,131
010585895156,01,01058156,Steenfeld,329,189,4,130
010585895158,01,01058158,Tackesdorf,70,46,0,26
010585895159,01,01058159,Tappendorf,334,190,6,139
010585895161,01,01058161,Thaden,241,144,12,87
010585895164,01,01058164,Todenbüttel,1058,560,14,484
010585895167,01,01058167,Wapelfeld,319,177,15,128
010590045045,01,01059045,"Kappeln, Stadt",8542,4516,513,3516
010590075075,01,01059075,"Schleswig, Stadt",24946,11342,1354,12250
010590113113,01,01059113,"Glücksburg (Ostsee), Stadt",6184,2505,359,3319
010590120120,01,01059120,Harrislee,11798,4197,493,7111
010590183183,01,01059183,Handewitt,11330,5359,413,5559
010595912107,01,01059107,Eggebek,2477,1325,89,1060
010595912128,01,01059128,Janneby,409,264,13,133
010595912131,01,01059131,Jerrishoe,1043,554,42,446
010595912132,01,01059132,Jörl,868,538,27,303
010595912138,01,01059138,Langstedt,1040,624,32,382
010595912162,01,01059162,Sollerup,493,340,6,148
010595912169,01,01059169,Süderhackstedt,341,219,5,121
010595912174,01,01059174,Wanderup,2636,1357,102,1176
010595915012,01,01059012,Borgwedel,736,321,33,377
010595915018,01,01059018,Busdorf,2050,1055,86,908
010595915019,01,01059019,Dannewerk,1153,641,51,461
010595915026,01,01059026,Fahrdorf,2597,1251,133,1213
010595915032,01,01059032,Geltorf,351,183,14,156
010595915043,01,01059043,Jagel,925,507,45,373
010595915056,01,01059056,Lottorf,240,151,26,66
010595915078,01,01059078,Selk,830,417,35,380
010595919101,01,01059101,Tastrup,397,214,16,171
010595919103,01,01059103,Ausacker,523,323,6,195
010595919116,01,01059116,Großsolt,1706,991,41,676
010595919126,01,01059126,Hürup,1258,711,33,516
010595919127,01,01059127,Husby,2306,1278,75,956
010595919141,01,01059141,Maasbüll,692,343,15,334
010595919182,01,01059182,Freienwill,1583,824,53,708
010595920002,01,01059002,"Arnis, Stadt",275,108,11,156
010595920034,01,01059034,Grödersby,212,123,12,77
010595920067,01,01059067,Oersberg,286,176,19,93
010595920068,01,01059068,RabenkirchenFaulück,657,372,37,249
010595937106,01,01059106,Dollerup,1047,590,36,417
010595937118,01,01059118,Grundhof,1018,565,48,407
010595937137,01,01059137,Langballig,1574,829,64,677
010595937145,01,01059145,Munkbrarup,1139,556,32,553
010595937157,01,01059157,Ringsberg,542,275,18,249
010595937176,01,01059176,Wees,2399,1082,123,1198
010595937178,01,01059178,Westerholz,774,371,34,368
010595940159,01,01059159,Sieverstedt,1637,934,38,664
010595940171,01,01059171,Tarp,5918,2884,300,2734
010595940184,01,01059184,Oeversee,3489,1783,131,1574
010595949076,01,01059076,SchnarupThumby,552,330,14,206
010595949161,01,01059161,Sörup,4140,2387,119,1632
010595949185,01,01059185,Mittelangeln,5293,2984,195,2119
010595952105,01,01059105,Böxlund,115,52,0,62
010595952115,01,01059115,Großenwiehe,3213,1746,104,1364
010595952123,01,01059123,Hörup,622,412,20,188
010595952124,01,01059124,Holt,154,105,0,49
010595952129,01,01059129,Jardelund,302,138,6,160
010595952143,01,01059143,Medelby,993,517,30,446
010595952144,01,01059144,Meyn,737,385,15,338
010595952149,01,01059149,Nordhackstedt,475,292,17,167
010595952151,01,01059151,Osterby (Kreis SchleswigFlensburg),312,198,10,103
010595952158,01,01059158,Schafflund,2939,1545,103,1287
010595952173,01,01059173,Wallsbüll,908,467,35,405
010595952177,01,01059177,Weesby,431,200,16,218
010595952179,01,01059179,Lindewitt,2008,1203,58,745
010595974006,01,01059006,Böel,733,447,22,264
010595974055,01,01059055,Loit,260,158,3,100
010595974060,01,01059060,Mohrkirch,937,530,47,359
010595974063,01,01059063,Norderbrarup,656,393,19,244
010595974065,01,01059065,Nottfeld,116,71,4,42
010595974070,01,01059070,Rügge,240,163,0,78
010595974072,01,01059072,Saustrup,207,150,0,58
010595974074,01,01059074,Scheggerott,350,212,12,126
010595974080,01,01059080,Steinfeld (Kreis SchleswigFlensburg),783,427,26,329
010595974083,01,01059083,Süderbrarup,5231,2845,221,2165
010595974094,01,01059094,Ulsnis,703,357,29,312
010595974095,01,01059095,Wagersrott,222,135,8,78
010595974187,01,01059187,Boren,1122,603,38,481
010595987008,01,01059008,Böklund,1673,823,80,771
010595987037,01,01059037,Havetoft,954,565,21,366
010595987042,01,01059042,Idstedt,880,464,44,372
010595987049,01,01059049,Klappholz,461,283,11,161
010595987062,01,01059062,Neuberend,1142,591,51,502
010595987073,01,01059073,Schaalby,1537,831,46,661
010595987081,01,01059081,Stolk,851,490,35,327
010595987082,01,01059082,Struxdorf,668,423,14,234
010595987084,01,01059084,Süderfahrenstedt,466,277,19,170
010595987086,01,01059086,Taarstedt,930,551,28,352
010595987090,01,01059090,Tolk,1042,601,38,405
010595987093,01,01059093,Uelsby,412,232,14,164
010595987097,01,01059097,Twedt,498,288,24,187
010595987098,01,01059098,Nübel,1283,774,54,452
010595987189,01,01059189,BrodersbyGoltoft,663,387,20,257
010595990102,01,01059102,Ahneby,207,136,4,70
010595990109,01,01059109,Esgrus,814,518,24,268
010595990112,01,01059112,Gelting,2312,1184,136,993
010595990121,01,01059121,Hasselberg,927,537,36,357
010595990136,01,01059136,Kronsgaard,266,136,18,113
010595990142,01,01059142,Maasholm,660,335,42,280
010595990147,01,01059147,Nieby,128,61,5,64
010595990148,01,01059148,Niesgrau,545,296,30,224
010595990152,01,01059152,Pommerby,158,101,3,63
010595990154,01,01059154,Rabel,623,365,31,227
010595990155,01,01059155,Rabenholz,297,168,24,105
010595990163,01,01059163,Stangheck,228,131,5,88
010595990164,01,01059164,Steinberg (Kreis SchleswigFlensburg),859,456,24,378
010595990167,01,01059167,Sterup,1423,860,49,515
010595990168,01,01059168,Stoltebüll,700,403,32,259
010595990186,01,01059186,Steinbergkirche,2817,1563,129,1121
010595993010,01,01059010,Bollingstedt,1403,736,42,627
010595993023,01,01059023,Ellingstedt,734,491,18,229
010595993039,01,01059039,Hollingstedt (Kreis SchleswigFlensburg),1015,603,32,382
010595993041,01,01059041,Hüsby,751,430,22,299
010595993044,01,01059044,Jübek,2679,1482,111,1085
010595993057,01,01059057,Lürschau,1084,515,47,524
010595993077,01,01059077,Schuby,2738,1467,104,1167
010595993079,01,01059079,Silberstedt,2367,1311,84,975
