stimmbezirk,valid_votes,eligible_voters,cdu_csu,spd,gruene,linke_pds,fdp,afd,ad_demokraten,other
90603,1484,1721,0.277628032,0.295148248,0.081536388,0.082884097,0.132749326,0.088274933,0.004716981,0.037061995
90604,440,1214,0.265909091,0.35,0.059090909,0.077272727,0.086363636,0.127272727,0,0.034090909
90605,584,1414,0.215753425,0.301369863,0.087328767,0.102739726,0.075342466,0.15239726,0.010273973,0.054794521
90606,365,716,0.238356164,0.293150685,0.076712329,0.109589041,0.147945205,0.093150685,0.008219178,0.032876712
90607,286,665,0.258741259,0.241258741,0.111888112,0.073426573,0.111888112,0.087412587,0.045454545,0.06993007
90608,306,646,0.31372549,0.258169935,0.111111111,0.107843137,0.058823529,0.094771242,0,0.055555556
90609,329,727,0.26443769,0.276595745,0.097264438,0.069908815,0.127659574,0.121580547,0.003039514,0.039513678
90610,433,939,0.272517321,0.249422633,0.120092379,0.094688222,0.122401848,0.085450346,0.023094688,0.032332564
90611,370,844,0.27027027,0.318918919,0.091891892,0.075675676,0.135135135,0.072972973,0.013513514,0.021621622
90612,277,590,0.324909747,0.270758123,0.115523466,0.079422383,0.115523466,0.057761733,0,0.036101083
90613,260,535,0.307692308,0.280769231,0.134615385,0.107692308,0.092307692,0.065384615,0,0.011538462
90701,1470,1819,0.268707483,0.317687075,0.080272109,0.081632653,0.110884354,0.093877551,0.003401361,0.043537415
90702,1605,2237,0.264174455,0.29470405,0.078504673,0.090965732,0.123987539,0.102180685,0.012461059,0.033021807
90703,473,1158,0.253699789,0.274841438,0.101479915,0.078224101,0.088794926,0.139534884,0.006342495,0.057082452
90704,393,729,0.259541985,0.259541985,0.078880407,0.096692112,0.155216285,0.10178117,0,0.048346056
90705,314,703,0.261146497,0.270700637,0.105095541,0.105095541,0.111464968,0.111464968,0,0.035031847
90706,370,698,0.3,0.216216216,0.137837838,0.056756757,0.172972973,0.083783784,0,0.032432432
90707,286,640,0.265734266,0.300699301,0.111888112,0.083916084,0.129370629,0.08041958,0.006993007,0.020979021
90708,313,647,0.255591054,0.265175719,0.121405751,0.089456869,0.159744409,0.076677316,0.012779553,0.019169329
90709,303,716,0.247524752,0.270627063,0.085808581,0.105610561,0.148514851,0.089108911,0.01980198,0.0330033
90801,1118,1414,0.254919499,0.313953488,0.059033989,0.092128801,0.091234347,0.126118068,0.016994633,0.045617174
90802,1110,1578,0.298198198,0.248648649,0.063963964,0.097297297,0.11981982,0.120720721,0.009009009,0.042342342
90803,264,601,0.25,0.25,0.109848485,0.09469697,0.140151515,0.109848485,0.011363636,0.034090909
90804,304,703,0.213815789,0.309210526,0.055921053,0.134868421,0.085526316,0.141447368,0.016447368,0.042763158
90805,479,1112,0.27348643,0.244258873,0.083507307,0.089770355,0.114822547,0.137787056,0.016701461,0.039665971
90806,487,1061,0.273100616,0.250513347,0.094455852,0.104722793,0.112936345,0.110882957,0.012320329,0.041067762
90901,1206,1540,0.286898839,0.269485904,0.064676617,0.078772803,0.151741294,0.092039801,0.007462687,0.048922056
90902,990,1316,0.272727273,0.313131313,0.050505051,0.066666667,0.125252525,0.14040404,0.003030303,0.028282828
90903,434,1029,0.276497696,0.288018433,0.080645161,0.055299539,0.108294931,0.147465438,0,0.043778802
90904,347,730,0.305475504,0.311239193,0.054755043,0.054755043,0.123919308,0.126801153,0,0.023054755
90905,256,625,0.1796875,0.3671875,0.0625,0.06640625,0.08984375,0.17578125,0.01171875,0.046875
90906,293,656,0.255972696,0.296928328,0.105802048,0.075085324,0.09556314,0.139931741,0.010238908,0.020477816
90907,329,709,0.306990881,0.288753799,0.05775076,0.069908815,0.11550152,0.106382979,0.015197568,0.039513678
